ph,nitrogen,phosphorus,potassium,moisture,temperature,rainfall,crop_label
5.561810178271044,118.02857225639664,54.6398788362281,49.96646210492592,73.12037280884873,24.027928764370635,158.71254182522992,Rice
6.299264218662403,104.04460046972835,54.161451555920905,35.51461235739506,89.39819704323989,32.82175433040548,181.85086660174142,Rice
5.272737450810651,87.33618039413736,46.08484485919075,48.11891079080595,78.63890037284231,25.785978822574545,241.77793420835692,Rice
5.209240790978063,91.68578594140872,47.327236865873836,46.4017496054259,85.70351922786027,24.595759168058677,227.13516576204174,Rice
5.888621853293063,81.8580165087999,52.150897038028766,39.26310309218229,71.30103185970559,34.33551198429333,294.8448049611839,Rice
6.212596022174692,92.18455076693482,41.953442280127675,52.10582566280392,78.80304987479202,23.586497052982125,224.27653651669053,Rice
5.051582781672828,116.37281608315129,45.17559963200034,51.56305710884955,76.23422152178821,28.76088427531154,232.00654190149194,Rice
5.27728168328829,118.78338511058234,55.502656467222295,58.48747353910473,87.89654700855297,29.772699724544108,288.2811352534675,Rice
5.132738753077879,87.83931449676581,40.90454577821076,43.13325826908161,77.77354579378964,25.527537413060646,274.3106263727894,Rice
5.535129990040383,91.23738038749524,50.85392166316497,38.523105624369066,86.0439396150808,22.96915836783702,298.0330404900776,Rice
6.158367153944987,87.9486272613669,40.11044234247205,55.386535711370854,84.13714687695234,31.477093184532833,265.6905520028919,Rice
5.111066977601135,94.33862914177091,42.317381190502594,56.57758564688984,82.46596253655116,26.30167432308444,159.53375254290356,Rice
5.466473482573493,93.00733288106989,54.59212356676128,50.93893678388033,87.74425485152653,28.13879402710534,167.93913689074526,Rice
6.069867180834493,110.4314019446759,51.22554395138992,54.27417949886403,79.87591192728782,28.795526781965922,214.13115275378243,Rice
5.038128690116142,84.31565707973218,40.628583713734685,50.91026028159451,76.28711962152653,28.611418985141135,286.13497108891397,Rice
5.373938343723313,96.41531692142519,55.11102277086097,40.719954137290564,71.53959819657587,25.766768887878985,174.18319308810067,Rice
6.39454647851386,112.32481518257669,52.66807513020847,56.786514754692945,86.07344153798229,24.425410765518464,283.88384977349665,Rice
5.809013362873476,112.2976062065625,57.92182599846986,42.950086874296595,72.20103849055353,24.96315711304524,214.06616829393846,Rice
6.22702214888374,114.42922333025373,40.13904261062381,47.768682564439146,78.34822006297559,24.887401536119494,167.97980510005243,Rice
5.506422757105442,117.71638815650077,46.464058640415104,47.96976554358415,84.06037917790356,26.727184830930824,295.7673124081441,Rice
6.443670942413167,90.07129183301457,49.94497011784771,42.52195774541924,75.69680988754935,22.479530315608926,241.4346500969845,Rice
5.754018534843292,82.05915004999957,45.572929284732226,57.70664714916634,74.79123781333945,23.8836333371859,223.41791404163445,Rice
6.478475681165901,89.68221086046002,53.44271094811757,54.04049038321794,74.752750879848,31.466812531954176,205.16746990788798,Rice
5.9484587458903695,105.34118843043579,50.71549368149517,37.257244251360206,86.70604991178476,26.170140844632567,177.97777655997814,Rice
5.061162712332146,103.63571772752968,53.55128723684565,35.4146957231964,80.24186116598563,24.944445077573192,246.77591856141748,Rice
5.261549643507487,107.63750952409865,47.734706926010745,58.418249718418366,72.75041888291986,26.43386256365336,167.02102818608836,Rice
6.387040427417844,115.09357413523924,45.15883255430311,51.499601150854474,86.34444400402433,29.21761055079301,229.44758675340097,Rice
5.362778436350678,83.72411071223597,57.944315159066534,57.51045142908326,82.66202914546535,26.40738728363311,202.38143619189913,Rice
6.088933518305359,115.88441039810309,57.741728485302346,54.496888646440595,82.84063292308575,23.093819544935634,174.24430711419205,Rice
6.347831282790619,104.2571623863836,40.18394103233259,37.5367885716508,83.27003538216111,22.065800590000844,174.1212077126248,Rice
5.823100684049879,107.67580790770774,53.03922519005201,40.606732736514,84.24358442695072,25.0842381374584,198.80995472389014,Rice
6.119737107677036,105.98531596188859,56.98446820988356,51.44032230750858,81.36617206670942,23.217771981765203,205.157370458915,Rice
5.397803551522588,89.75958573516334,59.46021109504891,44.82744311666901,87.84093110354226,30.204802137964418,269.2216955312473,Rice
5.7539556396577884,103.07615538505436,49.85035387637728,39.88107469495111,84.44904230523011,25.650040711731126,153.64739496471807,Rice
5.9682084438607514,87.08442717628196,58.80917168705828,58.84821442506468,88.29728780440897,26.812063103320778,152.3184924793301,Rice
6.392477843881588,97.12736593269257,59.33309638087339,59.09049942723132,87.0601891093472,25.827835596904613,207.7646592902888,Rice
6.276705007275286,92.6768802062511,43.38985493372185,48.92003156145876,88.72309548321562,31.048387356774647,235.50917551340473,Rice
5.145764740656153,104.6002890679668,59.801077002085265,38.5021003809131,80.36659304727473,33.40584993506342,261.1152926631307,Rice
6.045523611492902,108.09936335948437,47.1898230243951,42.33979610661233,86.18722310957027,32.53147413082935,280.0608477870155,Rice
6.369860828834707,100.4536959544375,50.03032589374399,54.95737947416938,82.9992786155553,31.125569404350145,269.36890041541517,Rice
6.33500801272635,93.51980627406144,47.511659052798876,37.349548496021725,81.56560281992348,22.467249559357647,219.83970271986902,Rice
5.813966952061365,91.46165008513138,51.81666521138021,35.762506248476235,70.7469637749843,32.693807288575556,204.02859621168943,Rice
5.1905907689778275,100.88973040219217,55.39987106197222,40.39552568742108,82.45780951638001,23.109517044918984,157.75225817529116,Rice
5.797031947352222,101.62540486440426,52.74859802996413,53.15228334306654,89.5170415892507,28.71190452791554,198.4434709411869,Rice
6.192779292153055,90.83329005048297,48.77942841411272,36.96140953355665,70.50701486830916,34.51442939081303,275.3970180768309,Rice
6.043961309140547,96.3581177765708,43.46588640141692,38.91092606677715,75.00485796329191,29.139946641179566,257.18938840500937,Rice
5.990296065076597,91.19735587783771,59.097305613263885,53.44742291739421,81.08708105022801,29.952369701046578,212.94000936416847,Rice
5.371596484251736,94.23890714605047,55.15692220928738,35.359837215743894,72.32145281013833,22.598034346282788,156.1093203478455,Rice
6.28319087601651,108.14631437520094,49.4834765817465,37.445854016275035,79.83231750233665,28.155133020147353,175.98028048650227,Rice
5.65077747385696,95.94018937589493,52.317001961044326,50.877341271691094,70.9060801954409,26.869963990144125,243.87898735713546,Rice
5.754704387870132,114.25959364753288,53.1738726323789,39.073360677035744,71.4113749480086,30.3514506166821,153.97669658124326,Rice
5.878663371910195,117.6092096569983,51.509483557517584,44.70424815516305,82.86576436884707,27.957287576389717,231.84251839739022,Rice
6.412197213164788,95.44410551203097,59.22381127647829,57.63376604890159,73.91582269578593,22.90169691137715,165.11670020661398,Rice
5.027332738477325,83.77771843023713,53.66013546832714,36.77971621150572,76.37951260587522,32.983379042602905,153.4907903603739,Rice
6.2217027238834035,91.27419099093599,42.36329655243313,52.41842913410377,82.57885693559768,33.40713617585169,260.26065657058285,Rice
6.205221395577273,91.28138290285226,43.548790875594456,53.76536879102146,86.13669478534528,34.87656684600876,211.89265153671397,Rice
5.558027128689175,111.05651842967987,46.816070805060356,58.26893314008912,87.16825503686024,27.57692235587524,262.6306601687246,Rice
6.131814311127023,84.12495475343731,58.05105813359133,47.63130931119643,86.52914932215484,26.16064481339795,284.3284842744301,Rice
5.583802518101245,80.43350605921194,58.10763952838528,37.28216691965334,76.38627275180829,34.350805571660466,292.59107204063343,Rice
5.860156832184929,105.27348848679196,48.96891043956639,42.33026929245161,76.57329090739832,30.7427399290015,262.85617941565204,Rice
6.187368565588773,111.58472571178216,41.82412206097381,47.36050761756454,71.15117520033289,29.143875470208563,216.22957520600656,Rice
6.33155627413745,94.03660050208315,42.341340328552114,38.5747920513209,85.23021263434944,30.03683482311139,165.16840141841854,Rice
5.126160209172496,108.0387652583648,41.45526012728387,55.546501482258904,84.12484454312992,23.057534148344697,162.72565711277878,Rice
6.479959367751763,94.9708318302448,47.412842941337814,55.31998918143756,88.94497154767717,34.81801382969732,263.00672778884126,Rice
5.564389378296374,83.34002866794675,55.542938318548735,48.960106243395124,78.48444018493953,33.78260700623157,166.6796223459227,Rice
5.738937656436288,80.45414579069676,49.37321283988253,36.40758189204593,72.37635832536144,23.527841208102362,247.38154531740952,Rice
6.119067318898135,103.33475060388639,59.24345096949084,44.3717644880926,75.71424172563721,33.291788666462985,183.53937577791788,Rice
6.444833809160917,80.48617898759265,59.397576534152776,36.078997798764405,87.82286227396142,28.8601144181219,298.94471941789504,Rice
5.110694847103098,102.15417137605283,59.38605071238198,48.077446104253724,82.58797276270525,31.044732956800026,218.181159715166,Rice
5.941337120126095,103.372572476924,58.02316020981978,36.136159508536444,75.6192637918446,34.355349292995264,283.53956758363745,Rice
5.683485129178569,104.80530391206148,45.54762365962265,39.70302899309403,79.27396809879964,26.593578964338686,237.5484167776308,Rice
5.116601955447477,118.97579230664667,59.72421488959206,52.45404285049363,80.72192732688241,26.02385901172226,272.0692529560423,Rice
6.027096758830819,86.50467757379565,58.21854368987685,55.56343107307923,88.99599826583848,31.434353609048678,242.01227939036846,Rice
5.627364554435928,117.30913933416053,57.32127779000817,36.13046675265473,70.52733948994504,26.894023769414645,271.58299961727494,Rice
6.480914193972417,86.01667564414113,51.8826143070427,44.522271415775535,89.39828795629207,32.94754600076421,275.74930570667067,Rice
5.703039739692455,96.5927800935066,45.468141438614126,36.40938741627318,87.29444752510106,32.56771311869101,299.9576509929196,Rice
6.494955255610858,102.2172682241051,55.379748303610214,58.619143247060705,86.99294781354823,25.21552532266157,217.58162029651402,Rice
5.1937391227272425,118.1620410903489,52.1234926890176,40.71607013758657,83.43401368811713,30.035667125952646,203.72440770492608,Rice
5.170336388299443,106.86292782371198,50.40615401807587,54.30795979339098,80.40327002223987,33.07835950414102,232.78602581617284,Rice
5.84140695730308,115.06614410633381,48.06965732424794,38.35038071126602,70.57565352626678,31.816784323757048,243.04643270301972,Rice
6.056119652148835,88.51856646035642,42.727429511735394,35.36361664169705,77.01175117613194,29.66892992911023,208.83660676495984,Rice
5.6562123830355935,116.16634777974994,46.96510934046601,47.84973722899527,85.67306025482286,27.15505617017651,243.313005034181,Rice
